7,1,298,51,646,0.07894736842,4630,3575000
8,1,577,145,1277,0.1135473767,11522,6700000
1,1,60,4,68,0.05882352941,664,626666
2,2,4,0,3,0,40,600000
3,1,107,3,51,0.05882352941,619,675000
11,1,746,226,2102,0.1075166508,14556,5300000
1,1,2,0,1,0,19,925000
7,2,250,33,313,0.1054313099,2740,750000
8,4,416,87,668,0.130239521,5865,800000
1,1,3,0,2,0,28,925000
10,3,712,224,1698,0.1319199058,12287,3850000
3,2,9,0,8,0,83,605000
9,3,408,84,596,0.1409395973,6658,5500000
4,3,168,36,292,0.1232876712,2154,2300000
10,4,691,185,1620,0.1141975309,11499,2816000
2,1,70,12,127,0.09448818898,1078,661666
10,2,739,124,1473,0.08418194162,10669,2000000
3,1,193,42,352,0.1193181818,2841,2800000
9,4,476,116,918,0.1263616558,7825,5000000
5,2,50,1,43,0.02325581395,367,650000
6,1,419,126,1070,0.1177570093,7716,6000000
2,2,31,1,19,0.05263157895,265,700000
2,1,125,24,210,0.1142857143,2165,925000
10,3,198,32,301,0.1063122924,2632,0
10,1,760,475,3830,0.1240208877,16268,9538461
10,3,620,125,1070,0.1168224299,9777,3800000
8,4,239,30,463,0.06479481641,2839,675000
7,3,127,12,155,0.07741935484,1348,600000
2,1,89,10,105,0.09523809524,848,600000
7,2,427,131,1379,0.09499637418,6781,4250000
2,1,81,25,168,0.1488095238,1432,925000
5,1,255,38,468,0.0811965812,3632,2650000
10,9,708,165,1546,0.1067270375,11257,850000
10,2,701,244,2144,0.1138059701,12564,5900000
3,1,24,3,37,0.08108108108,342,863333
2,1,86,9,108,0.08333333333,1120,735000
2,1,37,4,43,0.09302325581,479,600000
9,2,589,154,1392,0.1106321839,9446,4350000
1,1,11,0,6,0,79,575000
4,1,179,59,413,0.1428571429,2805,4750000
4,1,132,8,144,0.05555555556,1653,987500
8,3,394,23,412,0.05582524272,4972,0
10,3,675,101,950,0.1063157895,10591,2600000
3,1,114,15,181,0.08287292818,1433,874000
8,3,513,111,1144,0.09702797203,7978,3150000
4,1,287,45,504,0.08928571429,4893,1750000
1,1,17,1,34,0.02941176471,172,817500
10,6,761,203,1711,0.1186440678,12728,700000
5,1,199,22,221,0.09954751131,2444,2200000
2,1,7,1,6,0.1666666667,72,600000
2,3,29,1,24,0.04166666667,250,687500
4,2,187,8,226,0.03539823009,1682,1250000
8,3,387,93,692,0.1343930636,5981,4000000
8,1,493,88,996,0.08835341365,8876,3100000
6,1,432,174,1343,0.129560685,8630,5500000
11,5,639,167,896,0.1863839286,11549,3500000
5,2,233,11,206,0.05339805825,2537,1116666
5,2,118,10,102,0.09803921569,1318,712500
6,2,179,15,263,0.05703422053,2006,0
3,2,22,2,18,0.1111111111,174,575000
6,2,175,11,159,0.06918238994,1857,800000
1,1,7,1,18,0.05555555556,88,925000
1,1,46,10,93,0.1075268817,643,925000
10,5,508,145,1273,0.1139041634,8945,0
4,1,54,0,49,0,401,0
6,2,151,3,137,0.02189781022,1595,700000
2,1,19,1,27,0.03703703704,158,0
3,2,78,9,132,0.06818181818,1085,850500
1,1,1,0,3,0,11,894166
6,2,317,95,773,0.1228978008,4650,3000000
1,1,11,1,6,0.1666666667,103,622500
5,3,289,61,586,0.1040955631,4400,1050000
8,6,351,17,325,0.05230769231,2909,1200000
10,3,618,139,1323,0.1050642479,10479,4000000
11,6,523,185,1626,0.1137761378,10214,3500000
1,1,5,0,4,0,53,863333
3,1,56,8,119,0.06722689076,753,950000
6,2,274,58,521,0.1113243762,4288,2500000
9,3,547,112,1230,0.09105691057,7764,5250000
1,1,1,0,0,0,4,655000
5,1,356,28,404,0.06930693069,3573,1600000
3,1,196,38,389,0.09768637532,3217,3250000
2,1,67,15,99,0.1515151515,828,1400000
3,2,4,1,3,0.3333333333,46,600000
2,2,93,10,69,0.1449275362,1206,1000000
7,2,347,55,881,0.06242905789,5153,1750000
11,2,776,198,1509,0.1312127237,15452,6750000
1,1,9,0,7,0,79,600000
5,1,13,0,16,0,141,575000
3,1,100,27,271,0.09963099631,1646,894166
6,2,120,7,82,0.08536585366,1041,575000
6,1,426,151,1204,0.1254152824,7735,5250000
5,5,179,21,228,0.09210526316,2045,725000
1,1,1,0,4,0,13,925000
1,1,18,2,14,0.1428571429,154,587500
10,4,547,68,630,0.1079365079,7077,2500000
1,1,3,0,3,0,17,600000
10,4,739,232,1812,0.1280353201,12313,4750000
5,3,175,25,207,0.1207729469,2228,1500000
9,1,525,99,976,0.1014344262,8818,2750000
10,2,679,180,1789,0.1006148686,12262,5800000
3,2,68,6,86,0.06976744186,841,675000
10,2,751,237,2105,0.1125890736,13937,5600000
6,2,318,58,528,0.1098484848,4663,1800000
10,9,680,83,1124,0.07384341637,9603,1500000
6,1,339,64,407,0.1572481572,5657,3500000
10,8,651,110,1585,0.06940063091,11803,575000
9,1,348,27,324,0.08333333333,3444,0
3,1,36,2,61,0.03278688525,452,863333
10,1,609,124,1286,0.09642301711,9354,950000
5,1,356,120,854,0.1405152225,6611,6000000
8,2,545,116,936,0.1239316239,8227,5500000
1,1,4,0,0,0,30,600000
2,1,70,1,30,0.03333333333,575,575000
4,1,210,21,226,0.09292035398,2590,1000000
3,1,192,42,394,0.1065989848,2852,2500000
9,3,502,120,1345,0.08921933086,7602,0
9,1,648,185,1482,0.124831309,11746,4500000
4,1,123,22,186,0.1182795699,1856,950000
1,1,75,14,103,0.1359223301,1216,2750000
9,5,451,39,389,0.1002570694,5214,2500000
4,3,148,6,89,0.06741573034,1351,625000
7,1,513,118,998,0.1182364729,8134,3700000
3,2,112,15,169,0.08875739645,1358,850500
7,1,476,81,706,0.1147308782,7642,3300000
3,4,141,19,190,0.1,1881,0
1,1,37,2,49,0.04081632653,470,925000
9,4,471,44,611,0.07201309329,6443,1600000
1,1,30,6,33,0.1818181818,403,759166
3,1,104,12,135,0.08888888889,1496,2950000
10,3,720,130,1449,0.08971704624,12293,800000
8,6,569,58,929,0.06243272336,8747,2250000
9,3,668,247,2278,0.108428446,12203,6800000
4,1,178,22,218,0.1009174312,2497,1150000
2,3,66,5,50,0.1,836,600000
11,3,704,134,1122,0.11942959,12146,600000
3,1,200,34,272,0.125,2609,2000000
8,2,61,8,71,0.1126760563,740,1040000
10,5,636,75,995,0.07537688442,8928,0
9,1,359,65,535,0.1214953271,4418,4000000
8,2,398,93,908,0.1024229075,6588,3500000
1,2,12,0,10,0,132,600000
10,1,722,296,2213,0.1337550836,13275,8625000
2,1,48,5,49,0.1020408163,509,600000
1,1,2,1,2,0.5,19,575000
10,2,736,116,1053,0.1101614435,11017,3000000
5,2,82,10,141,0.07092198582,834,800000
1,1,1,0,0,0,9,587500
2,2,5,1,1,1,36,750000
1,1,6,0,2,0,48,863333
5,1,232,39,462,0.08441558442,3554,2475000
4,1,258,65,579,0.1122625216,5048,6000000
3,2,68,6,73,0.08219178082,957,800000
11,4,705,298,2508,0.1188197767,13892,5275000
